text,emotion
I can't believe this happened!,angry
This is making me furious!,angry
I can't believe this happened!,angry
I am so frustrated right now!,angry
I can't believe this happened!,angry
I swear this is getting out of control 😡,angry
I can't believe this happened!,angry
I can't believe this happened!,angry
I can't believe this happened!,angry
I'm losing my patience!,angry
I'm losing my patience!,angry
I swear this is getting out of control 😡,angry
This is making me furious!,angry
I am so frustrated right now!,angry
I am so frustrated right now!,angry
I am so frustrated right now!,angry
This is making me furious!,angry
I'm losing my patience!,angry
This is making me furious!,angry
I swear this is getting out of control 😡,angry
I swear this is getting out of control 😡,angry
I swear this is getting out of control 😡,angry
I swear this is getting out of control 😡,angry
I'm losing my patience!,angry
I swear this is getting out of control 😡,angry
I can't believe this happened!,angry
I can't believe this happened!,angry
I'm losing my patience!,angry
I swear this is getting out of control 😡,angry
This is making me furious!,angry
I'm losing my patience!,angry
I am so frustrated right now!,angry
I swear this is getting out of control 😡,angry
I am so frustrated right now!,angry
I swear this is getting out of control 😡,angry
I swear this is getting out of control 😡,angry
I can't believe this happened!,angry
I can't believe this happened!,angry
This is making me furious!,angry
I am so frustrated right now!,angry
I swear this is getting out of control 😡,angry
This is making me furious!,angry
I swear this is getting out of control 😡,angry
I can't believe this happened!,angry
I swear this is getting out of control 😡,angry
I am so frustrated right now!,angry
I can't believe this happened!,angry
I can't believe this happened!,angry
I can't believe this happened!,angry
This is making me furious!,angry
I swear this is getting out of control 😡,angry
I'm losing my patience!,angry
This is making me furious!,angry
I am so frustrated right now!,angry
I am so frustrated right now!,angry
This is making me furious!,angry
I can't believe this happened!,angry
This is making me furious!,angry
This is making me furious!,angry
I am so frustrated right now!,angry
I'm losing my patience!,angry
I can't believe this happened!,angry
I'm losing my patience!,angry
I'm losing my patience!,angry
This is making me furious!,angry
I'm losing my patience!,angry
I am so frustrated right now!,angry
I am so frustrated right now!,angry
I can't believe this happened!,angry
This is making me furious!,angry
I swear this is getting out of control 😡,angry
I swear this is getting out of control 😡,angry
This is making me furious!,angry
I swear this is getting out of control 😡,angry
I can't believe this happened!,angry
I'm losing my patience!,angry
This is making me furious!,angry
I can't believe this happened!,angry
I can't believe this happened!,angry
I'm losing my patience!,angry
I'm losing my patience!,angry
This is making me furious!,angry
I am so frustrated right now!,angry
I am so frustrated right now!,angry
I'm losing my patience!,angry
This is making me furious!,angry
This is making me furious!,angry
This is making me furious!,angry
I swear this is getting out of control 😡,angry
I'm losing my patience!,angry
I am so frustrated right now!,angry
I am so frustrated right now!,angry
I swear this is getting out of control 😡,angry
This is making me furious!,angry
I am so frustrated right now!,angry
I'm losing my patience!,angry
I swear this is getting out of control 😡,angry
I swear this is getting out of control 😡,angry
I'm losing my patience!,angry
I can't believe this happened!,angry
I can't believe this happened!,angry
I can't believe this happened!,angry
I swear this is getting out of control 😡,angry
This is making me furious!,angry
This is making me furious!,angry
I can't believe this happened!,angry
I'm losing my patience!,angry
This is making me furious!,angry
I swear this is getting out of control 😡,angry
I swear this is getting out of control 😡,angry
I am so frustrated right now!,angry
I can't believe this happened!,angry
This is making me furious!,angry
I am so frustrated right now!,angry
I'm losing my patience!,angry
I am so frustrated right now!,angry
I swear this is getting out of control 😡,angry
I am so frustrated right now!,angry
I am so frustrated right now!,angry
This is making me furious!,angry
This is making me furious!,angry
I can't believe this happened!,angry
I swear this is getting out of control 😡,angry
This is making me furious!,angry
This is making me furious!,angry
I swear this is getting out of control 😡,angry
This is making me furious!,angry
This is making me furious!,angry
I'm losing my patience!,angry
This is making me furious!,angry
This is making me furious!,angry
I'm losing my patience!,angry
This is making me furious!,angry
I swear this is getting out of control 😡,angry
This is making me furious!,angry
This is making me furious!,angry
This is making me furious!,angry
I am so frustrated right now!,angry
I swear this is getting out of control 😡,angry
I am so frustrated right now!,angry
I'm losing my patience!,angry
I'm losing my patience!,angry
I can't believe this happened!,angry
I am so frustrated right now!,angry
This is making me furious!,angry
I am so frustrated right now!,angry
I am so frustrated right now!,angry
I can't believe this happened!,angry
I swear this is getting out of control 😡,angry
I'm losing my patience!,angry
I can't believe this happened!,angry
I swear this is getting out of control 😡,angry
I'm losing my patience!,angry
I swear this is getting out of control 😡,angry
I'm losing my patience!,angry
I am so frustrated right now!,angry
This is making me furious!,angry
This is making me furious!,angry
I am so frustrated right now!,angry
I can't believe this happened!,angry
I can't believe this happened!,angry
This is making me furious!,angry
I can't believe this happened!,angry
I swear this is getting out of control 😡,angry
I can't believe this happened!,angry
I can't believe this happened!,angry
I can't believe this happened!,angry
I am so frustrated right now!,angry
This is making me furious!,angry
I can't believe this happened!,angry
I'm losing my patience!,angry
I swear this is getting out of control 😡,angry
I'm losing my patience!,angry
I'm losing my patience!,angry
I can't believe this happened!,angry
This is making me furious!,angry
This is making me furious!,angry
I am so frustrated right now!,angry
I'm losing my patience!,angry
I swear this is getting out of control 😡,angry
I can't believe this happened!,angry
I'm losing my patience!,angry
